S1	minimax_m3	match_1783606226_364a7ec6
S2	minimax_m3	match_1783606234_4f3989fa
S3	minimax_m3	match_1783606243_41ff6b4c
S4	minimax_m3	match_1783606960_a8bcbc78
S5	minimax_m3	match_1783606968_69ee1539
